bear_symbol	bearGeneID	human_symbol	humanGeneID	blastType
AGRN	gene-AGRN	AGRN	gene-AGRN	RBB
AGRP	gene-AGRP	AGRP	gene-AGRP	RBB
AGT	gene-AGT	AGT	gene-AGT	RBB
AGTPBP1	gene-AGTPBP1	AGTPBP1	gene-AGTPBP1	RBB
AGTR1	gene-AGTR1	AGTR1	gene-AGTR1	RBB
AGTR2	gene-AGTR2	AGTR2	gene-AGTR2	RBB
AGTRAP	gene-AGTRAP	AGTRAP	gene-AGTRAP	RBB
AGXT	gene-AGXT	AGXT	gene-AGXT	RBB
AGXT2	gene-AGXT2	AGXT2	gene-AGXT2	RBB
AHCTF1	gene-AHCTF1	AHCTF1	gene-AHCTF1	RBB
AHCY	gene-AHCY	AHCY	gene-AHCY	RBB
AHCYL1	gene-AHCYL1	AHCYL1	gene-AHCYL1	RBB
AHCYL2	gene-AHCYL2	AHCYL2	gene-AHCYL2	RBB
AHDC1	gene-AHDC1	AHDC1	gene-AHDC1	RBB
AHI1	gene-AHI1	AHI1	gene-AHI1	RBB
AHNAK	gene-AHNAK	AHNAK	gene-AHNAK	RBB
AHNAK2	gene-AHNAK2	AHNAK2	gene-AHNAK2	RBB
AHR	gene-AHR	AHR	gene-AHR	RBB
AHRR	gene-AHRR	AHRR	gene-AHRR	RBB
AHSA1	gene-AHSA1	AHSA1	gene-AHSA1	RBB
AHSG	gene-AHSG	AHSG	gene-AHSG	RBB
AHSP	gene-AHSP	AHSP	gene-AHSP	RBB
AICDA	gene-AICDA	AICDA	gene-AICDA	RBB
AIDA	gene-AIDA	AIDA	gene-AIDA	RBB
AIF1	gene-AIF1	AIF1L	gene-AIF1L	OBB
AIF1L	gene-AIF1L	AIF1L	gene-AIF1L	RBB
AIFM1	gene-AIFM1	AIFM1	gene-AIFM1	RBB
AIFM2	gene-AIFM2	AIFM2	gene-AIFM2	RBB
AIFM3	gene-AIFM3	AIFM3	gene-AIFM3	RBB
AIG1	gene-AIG1	AIG1	gene-AIG1	RBB
AIMP1	gene-AIMP1	AIMP1	gene-AIMP1	RBB
AIMP2	gene-AIMP2	AIMP2	gene-AIMP2	RBB
AIP	gene-AIP	AIP	gene-AIP	RBB
AIPL1	gene-AIPL1	AIPL1	gene-AIPL1	RBB
AIRE	gene-AIRE	AIRE	gene-AIRE	RBB
AIRIM	gene-AIRIM	AIRIM	gene-AIRIM	RBB
AJAP1	gene-AJAP1	AJAP1	gene-AJAP1	RBB
AJM1	gene-AJM1	AJM1	gene-AJM1	RBB
AJUBA	gene-AJUBA	AJUBA	gene-AJUBA	RBB
AK1	gene-AK1	AK1	gene-AK1	RBB
AK2	gene-AK2	AK2	gene-AK2	RBB
AK3	gene-AK3	AK3	gene-AK3	RBB
AK4	gene-AK4	AK4	gene-AK4	RBB
AK5	gene-AK5	AK5	gene-AK5	RBB
AK6	gene-AK6	AK6	gene-AK6	RBB
AK7	gene-AK7	AK7	gene-AK7	RBB
AK8	gene-AK8	AK8	gene-AK8	RBB
AK9	gene-AK9	AK9	gene-AK9	RBB
AKAP1	gene-AKAP1	AKAP1	gene-AKAP1	RBB
AKAP10	gene-AKAP10	AKAP10	gene-AKAP10	RBB
AKAP11	gene-AKAP11	AKAP11	gene-AKAP11	RBB
AKAP12	gene-AKAP12	AKAP12	gene-AKAP12	RBB
AKAP13	gene-AKAP13	AKAP13	gene-AKAP13	RBB
AKAP14	gene-AKAP14	AKAP14	gene-AKAP14	RBB
AKAP17A	gene-AKAP17A	AKAP17A	gene-AKAP17A	RBB
AKAP3	gene-AKAP3	AKAP3	gene-AKAP3	RBB
AKAP4	gene-AKAP4	AKAP4	gene-AKAP4	RBB
AKAP5	gene-AKAP5	AKAP5	gene-AKAP5	RBB
AKAP6	gene-AKAP6	AKAP6	gene-AKAP6	RBB
AKAP7	gene-AKAP7	AKAP7	gene-AKAP7	RBB
AKAP8	gene-AKAP8	AKAP8	gene-AKAP8	RBB
AKAP8L	gene-AKAP8L	AKAP8L	gene-AKAP8L	RBB
AKAP9	gene-AKAP9	AKAP9	gene-AKAP9	RBB
AKIP1	gene-AKIP1	AKIP1	gene-AKIP1	RBB
AKIRIN1	gene-AKIRIN1	AKIRIN1	gene-AKIRIN1	RBB
AKIRIN2	gene-AKIRIN2	AKIRIN2	gene-AKIRIN2	RBB
AKNA	gene-AKNA	AKNA	gene-AKNA	RBB
AKNAD1	gene-AKNAD1	AKNAD1	gene-AKNAD1	RBB
AKR1A1	gene-AKR1A1	AKR1A1	gene-AKR1A1	RBB
AKR1B1	gene-AKR1B1	AKR1B1	gene-AKR1B1	RBB
AKR1D1	gene-AKR1D1	AKR1D1	gene-AKR1D1	RBB
AKR1E2	gene-AKR1E2	AKR1E2	gene-AKR1E2	RBB
AKT1	gene-AKT1	AKT1	gene-AKT1	RBB
AKT1S1	gene-AKT1S1	AKT1S1	gene-AKT1S1	RBB
AKT2	gene-AKT2	AKT2	gene-AKT2	RBB
AKT3	gene-AKT3	AKT3	gene-AKT3	RBB
AKTIP	gene-AKTIP	AKTIP	gene-AKTIP	RBB
ALAD	gene-ALAD	ALAD	gene-ALAD	RBB
ALAS1	gene-ALAS1	ALAS1	gene-ALAS1	RBB
ALAS2	gene-ALAS2	ALAS2	gene-ALAS2	RBB
ALB	gene-ALB	ALB	gene-ALB	RBB
ALCAM	gene-ALCAM	ALCAM	gene-ALCAM	RBB
ALDH16A1	gene-ALDH16A1	ALDH16A1	gene-ALDH16A1	RBB
ALDH18A1	gene-ALDH18A1	ALDH18A1	gene-ALDH18A1	RBB
ALDH1A1	gene-ALDH1A1	ALDH1A1	gene-ALDH1A1	RBB
ALDH1A2	gene-ALDH1A2	ALDH1A2	gene-ALDH1A2	RBB
ALDH1A3	gene-ALDH1A3	ALDH1A3	gene-ALDH1A3	RBB
ALDH1B1	gene-ALDH1B1	ALDH1B1	gene-ALDH1B1	RBB
ALDH1L1	gene-ALDH1L1	ALDH1L1	gene-ALDH1L1	RBB
ALDH1L2	gene-ALDH1L2	ALDH1L2	gene-ALDH1L2	RBB
ALDH2	gene-ALDH2	ALDH2	gene-ALDH2	RBB
ALDH3A1	gene-ALDH3A1	ALDH3A2	gene-ALDH3A2	OBB
ALDH3A2	gene-ALDH3A2	ALDH3A2	gene-ALDH3A2	RBB
ALDH3B1	gene-ALDH3B1	ALDH3B1	gene-ALDH3B1	RBB
ALDH3B2	gene-ALDH3B2	ALDH3B1	gene-ALDH3B1	OBB
ALDH4A1	gene-ALDH4A1	ALDH4A1	gene-ALDH4A1	RBB
ALDH5A1	gene-ALDH5A1	ALDH5A1	gene-ALDH5A1	RBB
ALDH6A1	gene-ALDH6A1	ALDH6A1	gene-ALDH6A1	RBB
ALDH7A1	gene-ALDH7A1	ALDH7A1	gene-ALDH7A1	RBB
ALDH8A1	gene-ALDH8A1	ALDH8A1	gene-ALDH8A1	RBB
ALDH9A1	gene-ALDH9A1	ALDH9A1	gene-ALDH9A1	RBB
ALDOA	gene-ALDOA	ALDOA	gene-ALDOA	RBB
ALDOB	gene-ALDOB	ALDOB	gene-ALDOB	RBB
ALDOC	gene-ALDOC	ALDOC	gene-ALDOC	RBB
ALG1	gene-ALG1	ALG1	gene-ALG1	RBB
ALG11	gene-ALG11	ALG11	gene-ALG11	RBB
ALG13	gene-ALG13	ALG13	gene-ALG13	RBB
ALG14	gene-ALG14	ALG14	gene-ALG14	RBB
ALG2	gene-ALG2	ALG2	gene-ALG2	RBB
ALG3	gene-ALG3	ALG3	gene-ALG3	RBB
ALG5	gene-ALG5	ALG5	gene-ALG5	RBB
ALG6	gene-ALG6	ALG6	gene-ALG6	RBB
ALG8	gene-ALG8	ALG8	gene-ALG8	RBB
ALG9	gene-ALG9	ALG9	gene-ALG9	RBB
ALK	gene-ALK	ALK	gene-ALK	RBB
ALKAL1	gene-ALKAL1	ALKAL1	gene-ALKAL1	RBB
ALKAL2	gene-ALKAL2	ALKAL2	gene-ALKAL2	RBB
ALKBH1	gene-ALKBH1	ALKBH1	gene-ALKBH1	RBB
ALKBH2	gene-ALKBH2	ALKBH2	gene-ALKBH2	RBB
ALKBH3	gene-ALKBH3	ALKBH3	gene-ALKBH3	RBB
ALKBH5	gene-ALKBH5	ALKBH5	gene-ALKBH5	RBB
ALKBH6	gene-ALKBH6	ALKBH6	gene-ALKBH6	RBB
ALKBH7	gene-ALKBH7	ALKBH7	gene-ALKBH7	RBB
ALKBH8	gene-ALKBH8	ALKBH8	gene-ALKBH8	RBB
ALMS1	gene-ALMS1	ALMS1	gene-ALMS1	RBB
ALOX12	gene-ALOX12	ALOX12	gene-ALOX12	RBB
ALOX12B	gene-ALOX12B	ALOX12B	gene-ALOX12B	RBB
ALOX15	gene-ALOX15	ALOX15	gene-ALOX15	RBB
ALOX15B	gene-ALOX15B	ALOX15B	gene-ALOX15B	RBB
ALOX5	gene-ALOX5	ALOX5	gene-ALOX5	RBB
ALOX5AP	gene-ALOX5AP	ALOX5AP	gene-ALOX5AP	RBB
ALOXE3	gene-ALOXE3	ALOXE3	gene-ALOXE3	RBB
ALPI	gene-ALPI	ALPI	gene-ALPI	RBB
ALPK1	gene-ALPK1	ALPK1	gene-ALPK1	RBB
ALPK2	gene-ALPK2	ALPK2	gene-ALPK2	RBB
ALPK3	gene-ALPK3	ALPK3	gene-ALPK3	RBB
ALPL	gene-ALPL	ALPL	gene-ALPL	RBB
ALS2	gene-ALS2	ALS2	gene-ALS2	RBB
ALS2CL	gene-ALS2CL	ALS2CL	gene-ALS2CL	RBB
ALX1	gene-ALX1	ALX1	gene-ALX1	RBB
ALX3	gene-ALX3	ALX3	gene-ALX3	RBB
ALX4	gene-ALX4	ALX4	gene-ALX4	RBB
ALYREF	gene-ALYREF	ALYREF	gene-ALYREF	RBB
AMACR	gene-AMACR	AMACR	gene-AMACR	RBB
AMBN	gene-AMBN	AMBN	gene-AMBN	RBB
AMBP	gene-AMBP	AMBP	gene-AMBP	RBB
AMBRA1	gene-AMBRA1	AMBRA1	gene-AMBRA1	RBB
AMD1	gene-AMD1	AMD1	gene-AMD1	RBB
AMDHD1	gene-AMDHD1	AMDHD1	gene-AMDHD1	RBB
AMDHD2	gene-AMDHD2	AMDHD2	gene-AMDHD2	RBB
AMER1	gene-AMER1	AMER1	gene-AMER1	RBB
AMER2	gene-AMER2	AMER2	gene-AMER2	RBB
AMER3	gene-AMER3	AMER3	gene-AMER3	RBB
AMFR	gene-AMFR	AMFR	gene-AMFR	RBB
AMH	gene-AMH	AMH	gene-AMH	RBB
AMIGO1	gene-AMIGO1	AMIGO1	gene-AMIGO1	RBB
AMIGO2	gene-AMIGO2	AMIGO2	gene-AMIGO2	RBB
AMIGO3	gene-AMIGO3	AMIGO3	gene-AMIGO3	RBB
AMMECR1	gene-AMMECR1	AMMECR1	gene-AMMECR1	RBB
AMMECR1L	gene-AMMECR1L	AMMECR1L	gene-AMMECR1L	RBB
AMN	gene-AMN	AMN	gene-AMN	RBB
AMN1	gene-AMN1	AMN1	gene-AMN1	RBB
AMOT	gene-AMOT	AMOT	gene-AMOT	RBB
AMOTL1	gene-AMOTL1	AMOTL1	gene-AMOTL1	RBB
AMOTL2	gene-AMOTL2	AMOTL2	gene-AMOTL2	RBB
AMPD1	gene-AMPD1	AMPD1	gene-AMPD1	RBB
AMPD2	gene-AMPD2	AMPD2	gene-AMPD2	RBB
AMPD3	gene-AMPD3	AMPD3	gene-AMPD3	RBB
AMPH	gene-AMPH	AMPH	gene-AMPH	RBB
AMT	gene-AMT	AMT	gene-AMT	RBB
AMTN	gene-AMTN	AMTN	gene-AMTN	RBB
AMZ1	gene-AMZ1	AMZ1	gene-AMZ1	RBB
AMZ2	gene-AMZ2	AMZ2	gene-AMZ2	RBB
ANAPC1	gene-ANAPC1	ANAPC1	gene-ANAPC1	RBB
ANAPC10	gene-ANAPC10	ANAPC10	gene-ANAPC10	RBB
ANAPC11	gene-ANAPC11	ANAPC11	gene-ANAPC11	RBB
ANAPC13	gene-ANAPC13	ANAPC13	gene-ANAPC13	RBB
ANAPC15	gene-ANAPC15	ANAPC15	gene-ANAPC15	RBB
ANAPC16	gene-ANAPC16	ANAPC16	gene-ANAPC16	RBB
ANAPC2	gene-ANAPC2	ANAPC2	gene-ANAPC2	RBB
ANAPC4	gene-ANAPC4	ANAPC4	gene-ANAPC4	RBB
ANAPC5	gene-ANAPC5	ANAPC5	gene-ANAPC5	RBB
ANAPC7	gene-ANAPC7	ANAPC7	gene-ANAPC7	RBB
ANG	gene-ANG	ANG	gene-ANG	RBB
ANGEL1	gene-ANGEL1	ANGEL1	gene-ANGEL1	RBB
ANGEL2	gene-ANGEL2	ANGEL2	gene-ANGEL2	RBB
ANGPT1	gene-ANGPT1	ANGPT1	gene-ANGPT1	RBB
ANGPT2	gene-ANGPT2	ANGPT2	gene-ANGPT2	RBB
ANGPT4	gene-ANGPT4	ANGPT4	gene-ANGPT4	RBB
ANGPTL1	gene-ANGPTL1	ANGPTL1	gene-ANGPTL1	RBB
ANGPTL2	gene-ANGPTL2	ANGPTL2	gene-ANGPTL2	RBB
ANGPTL3	gene-ANGPTL3	ANGPTL3	gene-ANGPTL3	RBB
ANGPTL4	gene-ANGPTL4	ANGPTL4	gene-ANGPTL4	RBB
ANGPTL5	gene-ANGPTL5	ANGPTL5	gene-ANGPTL5	RBB
ANGPTL6	gene-ANGPTL6	ANGPTL6	gene-ANGPTL6	RBB
ANGPTL7	gene-ANGPTL7	ANGPTL7	gene-ANGPTL7	RBB
ANGPTL8	gene-ANGPTL8	ANGPTL8	gene-ANGPTL8	RBB
ANHX	gene-ANHX	ANHX	gene-ANHX	RBB
ANK1	gene-ANK1	ANK1	gene-ANK1	RBB
ANK2	gene-ANK2	ANK2	gene-ANK2	RBB
ANK3	gene-ANK3	ANK3	gene-ANK3	RBB
ANKAR	gene-ANKAR	ANKAR	gene-ANKAR	RBB
ANKDD1A	gene-ANKDD1A	ANKDD1A	gene-ANKDD1A	RBB
ANKDD1B	gene-ANKDD1B	ANKDD1B	gene-ANKDD1B	RBB
ANKEF1	gene-ANKEF1	ANKEF1	gene-ANKEF1	RBB
ANKFN1	gene-ANKFN1	ANKFN1	gene-ANKFN1	RBB
ANKFY1	gene-ANKFY1	ANKFY1	gene-ANKFY1	RBB
ANKH	gene-ANKH	ANKH	gene-ANKH	RBB
ANKHD1	gene-ANKHD1	ANKHD1-EIF4EBP3	gene-ANKHD1-EIF4EBP3	RBB
ANKIB1	gene-ANKIB1	ANKIB1	gene-ANKIB1	RBB
ANKK1	gene-ANKK1	ANKK1	gene-ANKK1	RBB
ANKLE1	gene-ANKLE1	ANKLE1	gene-ANKLE1	RBB
ANKLE2	gene-ANKLE2	ANKLE2	gene-ANKLE2	RBB
ANKMY1	gene-ANKMY1	ANKMY1	gene-ANKMY1	RBB
ANKMY2	gene-ANKMY2	ANKMY2	gene-ANKMY2	RBB
ANKRA2	gene-ANKRA2	ANKRA2	gene-ANKRA2	RBB
ANKRD1	gene-ANKRD1	ANKRD1	gene-ANKRD1	RBB
ANKRD10	gene-ANKRD10	ANKRD10	gene-ANKRD10	RBB
ANKRD11	gene-ANKRD11	ANKRD11	gene-ANKRD11	RBB
ANKRD12	gene-ANKRD12	ANKRD12	gene-ANKRD12	RBB
ANKRD13A	gene-ANKRD13A	ANKRD13A	gene-ANKRD13A	RBB
ANKRD13B	gene-ANKRD13B	ANKRD13B	gene-ANKRD13B	RBB
ANKRD13C	gene-ANKRD13C	ANKRD13C	gene-ANKRD13C	RBB
ANKRD13D	gene-ANKRD13D	ANKRD13D	gene-ANKRD13D	RBB
ANKRD16	gene-ANKRD16	ANKRD16	gene-ANKRD16	RBB
ANKRD17	gene-ANKRD17	ANKRD17	gene-ANKRD17	RBB
ANKRD2	gene-ANKRD2	ANKRD2	gene-ANKRD2	RBB
ANKRD22	gene-ANKRD22	ANKRD22	gene-ANKRD22	RBB
ANKRD23	gene-ANKRD23	ANKRD23	gene-ANKRD23	RBB
ANKRD24	gene-ANKRD24	ANKRD24	gene-ANKRD24	RBB
ANKRD26	gene-ANKRD26	ANKRD26	gene-ANKRD26	RBB
ANKRD27	gene-ANKRD27	ANKRD27	gene-ANKRD27	RBB
ANKRD28	gene-ANKRD28	ANKRD28	gene-ANKRD28	RBB
ANKRD29	gene-ANKRD29	ANKRD29	gene-ANKRD29	RBB
ANKRD31	gene-ANKRD31	ANKRD31	gene-ANKRD31	RBB
ANKRD33	gene-ANKRD33	ANKRD33	gene-ANKRD33	RBB
ANKRD33B	gene-ANKRD33B	ANKRD33B	gene-ANKRD33B	RBB
ANKRD34A	gene-ANKRD34A	ANKRD34A	gene-ANKRD34A	RBB
ANKRD34B	gene-ANKRD34B	ANKRD34B	gene-ANKRD34B	RBB
ANKRD34C	gene-ANKRD34C	ANKRD34C	gene-ANKRD34C	RBB
ANKRD35	gene-ANKRD35	ANKRD35	gene-ANKRD35	RBB
ANKRD37	gene-ANKRD37	ANKRD37	gene-ANKRD37	RBB
ANKRD39	gene-ANKRD39	ANKRD39	gene-ANKRD39	RBB
ANKRD40	gene-ANKRD40	ANKRD40	gene-ANKRD40	RBB
ANKRD40CL	gene-ANKRD40CL	ANKRD40	gene-ANKRD40	OBB
ANKRD42	gene-ANKRD42	ANKRD42	gene-ANKRD42	RBB
ANKRD44	gene-ANKRD44	ANKRD44	gene-ANKRD44	RBB
ANKRD45	gene-ANKRD45	ANKRD45	gene-ANKRD45	RBB
ANKRD46	gene-ANKRD46	ANKRD46	gene-ANKRD46	RBB
ANKRD49	gene-ANKRD49	ANKRD49	gene-ANKRD49	RBB
ANKRD50	gene-ANKRD50	ANKRD50	gene-ANKRD50	RBB
ANKRD52	gene-ANKRD52	ANKRD52	gene-ANKRD52	RBB
ANKRD53	gene-ANKRD53	ANKRD53	gene-ANKRD53	RBB
ANKRD54	gene-ANKRD54	ANKRD54	gene-ANKRD54	RBB
ANKRD55	gene-ANKRD55	ANKRD55	gene-ANKRD55	RBB
ANKRD6	gene-ANKRD6	ANKRD6	gene-ANKRD6	RBB
ANKRD60	gene-ANKRD60	ANKRD60	gene-ANKRD60	RBB
ANKRD61	gene-ANKRD61	ANKRD61	gene-ANKRD61	RBB
ANKRD63	gene-ANKRD63	ANKRD63	gene-ANKRD63	RBB
ANKRD66	gene-ANKRD66	ANKRD66	gene-ANKRD66	RBB
ANKRD7	gene-ANKRD7	ANKRD7	gene-ANKRD7	RBB
ANKRD9	gene-ANKRD9	ANKRD9	gene-ANKRD9	RBB
ANKS1A	gene-ANKS1A	ANKS1A	gene-ANKS1A	RBB
ANKS1B	gene-ANKS1B	ANKS1B	gene-ANKS1B	RBB
ANKS3	gene-ANKS3	ANKS3	gene-ANKS3	RBB
ANKS4B	gene-ANKS4B	ANKS4B	gene-ANKS4B	RBB
ANKS6	gene-ANKS6	ANKS6	gene-ANKS6	RBB
ANKUB1	gene-ANKUB1	ANKUB1	gene-ANKUB1	RBB
ANKZF1	gene-ANKZF1	ANKZF1	gene-ANKZF1	RBB
ANLN	gene-ANLN	ANLN	gene-ANLN	RBB
ANO1	gene-ANO1	ANO1	gene-ANO1	RBB
ANO10	gene-ANO10	ANO10	gene-ANO10	RBB
ANO2	gene-ANO2	ANO2	gene-ANO2	RBB
ANO3	gene-ANO3	ANO3	gene-ANO3	RBB
ANO4	gene-ANO4	ANO4	gene-ANO4	RBB
ANO5	gene-ANO5	ANO5	gene-ANO5	RBB
ANO6	gene-ANO6	ANO6	gene-ANO6	RBB
ANO7	gene-ANO7	ANO7	gene-ANO7	RBB
ANO8	gene-ANO8	ANO8	gene-ANO8	RBB
ANO9	gene-ANO9	ANO9	gene-ANO9	RBB
ANOS1	gene-ANOS1	ANOS1	gene-ANOS1	OBB
ANP32A	gene-ANP32A	ANP32A	gene-ANP32A	RBB
ANP32B	gene-ANP32B	ANP32B	gene-ANP32B	RBB
ANP32E	gene-ANP32E	ANP32E	gene-ANP32E	RBB
ANPEP	gene-ANPEP	ANPEP	gene-ANPEP	RBB
ANTKMT	gene-ANTKMT	ANTKMT	gene-ANTKMT	RBB
ANTXR1	gene-ANTXR1	ANTXR1	gene-ANTXR1	RBB
ANTXR2	gene-ANTXR2	ANTXR2	gene-ANTXR2	RBB
ANTXRL	gene-ANTXRL	ANTXRL	gene-ANTXRL	RBB
ANXA1	gene-ANXA1	ANXA1	gene-ANXA1	RBB
ANXA10	gene-ANXA10	ANXA10	gene-ANXA10	RBB
ANXA11	gene-ANXA11	ANXA11	gene-ANXA11	RBB
ANXA13	gene-ANXA13	ANXA13	gene-ANXA13	RBB
ANXA2	gene-ANXA2	ANXA2	gene-ANXA2	RBB
ANXA3	gene-ANXA3	ANXA3	gene-ANXA3	RBB
ANXA4	gene-ANXA4	ANXA4	gene-ANXA4	RBB
ANXA5	gene-ANXA5	ANXA5	gene-ANXA5	RBB
ANXA6	gene-ANXA6	ANXA6	gene-ANXA6	RBB
ANXA7	gene-ANXA7	ANXA7	gene-ANXA7	RBB
ANXA9	gene-ANXA9	ANXA9	gene-ANXA9	RBB
AOAH	gene-AOAH	AOAH	gene-AOAH	RBB
AOC1	gene-AOC1	AOC1	gene-AOC1	RBB
AOC2	gene-AOC2	AOC2	gene-AOC2	RBB
AOPEP	gene-AOPEP	AOPEP	gene-AOPEP	RBB
AOX1	gene-AOX1	AOX1	gene-AOX1	RBB
AP1AR	gene-AP1AR	AP1AR	gene-AP1AR	RBB
AP1B1	gene-AP1B1	AP1B1	gene-AP1B1	RBB
AP1G1	gene-AP1G1	AP1G1	gene-AP1G1	RBB
AP1G2	gene-AP1G2	AP1G2	gene-AP1G2	RBB
AP1M1	gene-AP1M1	AP1M1	gene-AP1M1	RBB
AP1M2	gene-AP1M2	AP1M2	gene-AP1M2	RBB
AP1S1	gene-AP1S1	AP1S1	gene-AP1S1	RBB
AP1S2	gene-AP1S2	AP1S2	gene-AP1S2	RBB
AP1S3	gene-AP1S3	AP1S3	gene-AP1S3	RBB
AP2A1	gene-AP2A1	AP2A1	gene-AP2A1	RBB
AP2A2	gene-AP2A2	AP2A2	gene-AP2A2-2	RBB
AP2B1	gene-AP2B1	AP2B1	gene-AP2B1	RBB
AP2M1	gene-AP2M1	AP2M1	gene-AP2M1	RBB
AP2S1	gene-AP2S1	AP2S1	gene-AP2S1	RBB
AP3B1	gene-AP3B1	AP3B1	gene-AP3B1	RBB
AP3B2	gene-AP3B2	AP3B2	gene-AP3B2	RBB
AP3D1	gene-AP3D1	AP3D1	gene-AP3D1	RBB
AP3M1	gene-AP3M1	AP3M1	gene-AP3M1	RBB
AP3M2	gene-AP3M2	AP3M2	gene-AP3M2	RBB
AP3S1	gene-AP3S1	AP3S1	gene-AP3S1	RBB
AP3S2	gene-AP3S2	AP3S2	gene-AP3S2	OBB
AP4B1	gene-AP4B1	AP4B1	gene-AP4B1	RBB
AP4E1	gene-AP4E1	AP4E1	gene-AP4E1	RBB
AP4M1	gene-AP4M1	AP4M1	gene-AP4M1	RBB
AP4S1	gene-AP4S1	AP4S1	gene-AP4S1	RBB
AP5B1	gene-AP5B1	AP5B1	gene-AP5B1	RBB
AP5M1	gene-AP5M1	AP5M1	gene-AP5M1	RBB
AP5S1	gene-AP5S1	AP5S1	gene-AP5S1	RBB
AP5Z1	gene-AP5Z1	AP5Z1	gene-AP5Z1	RBB
APAF1	gene-APAF1	APAF1	gene-APAF1	RBB
APBA1	gene-APBA1	APBA1	gene-APBA1	RBB
APBA2	gene-APBA2	APBA2	gene-APBA2	RBB
APBA3	gene-APBA3	APBA3	gene-APBA3	RBB
APBB1	gene-APBB1	APBB1	gene-APBB1	RBB
APBB1IP	gene-APBB1IP	APBB1IP	gene-APBB1IP	RBB
APBB2	gene-APBB2	APBB2	gene-APBB2	RBB
APBB3	gene-APBB3	APBB3	gene-APBB3	RBB
APC	gene-APC	APC	gene-APC	RBB
APC2	gene-APC2	APC2	gene-APC2	RBB
APCDD1	gene-APCDD1	APCDD1	gene-APCDD1	RBB
APCDD1L	gene-APCDD1L	APCDD1L	gene-APCDD1L	RBB
APCS	gene-APCS	APCS	gene-APCS	RBB
APEH	gene-APEH	APEH	gene-APEH	RBB
APELA	gene-APELA	APELA	gene-APELA	RBB
APEX1	gene-APEX1	APEX1	gene-APEX1	RBB
APEX2	gene-APEX2	APEX2	gene-APEX2	RBB
APH1A	gene-APH1A	APH1A	gene-APH1A	RBB
APH1B	gene-APH1B	APH1B	gene-APH1B	RBB
API5	gene-API5	API5	gene-API5	RBB
APIP	gene-APIP	APIP	gene-APIP	RBB
APLF	gene-APLF	APLF	gene-APLF	RBB
APLN	gene-APLN	APLN	gene-APLN	RBB
APLNR	gene-APLNR	APLNR	gene-APLNR	RBB
APLP1	gene-APLP1	APLP1	gene-APLP1	RBB
APLP2	gene-APLP2	APLP2	gene-APLP2	RBB
APMAP	gene-APMAP	APMAP	gene-APMAP	RBB
APOA1	gene-APOA1	APOA1	gene-APOA1	RBB
APOA2	gene-APOA2	APOA2	gene-APOA2	RBB
APOA4	gene-APOA4	APOA4	gene-APOA4	RBB
APOA5	gene-APOA5	APOA5	gene-APOA5	RBB
APOB	gene-APOB	APOB	gene-APOB	RBB
APOBEC1	gene-APOBEC1	APOBEC1	gene-APOBEC1	RBB
APOBEC2	gene-APOBEC2	APOBEC2	gene-APOBEC2	RBB
APOBEC4	gene-APOBEC4	APOBEC4	gene-APOBEC4	RBB
APOBR	gene-APOBR	APOBR	gene-APOBR	RBB
APOC1	gene-APOC1	APOC1	gene-APOC1	RBB
APOC2	gene-APOC2	APOC2	gene-APOC2	RBB
APOC3	gene-APOC3	APOC3	gene-APOC3	RBB
APOC4	gene-APOC4	APOC4	gene-APOC4	RBB
APOD	gene-APOD	APOD	gene-APOD	RBB
APOE	gene-APOE	APOE	gene-APOE	RBB
APOF	gene-APOF	APOF	gene-APOF	RBB
APOH	gene-APOH	APOH	gene-APOH	RBB
APOL6	gene-APOL6	APOL6	gene-APOL6	RBB
APOLD1	gene-APOLD1	APOLD1	gene-APOLD1	RBB
APOM	gene-APOM	APOM	gene-APOM	RBB
APOO	gene-APOO	APOO	gene-APOO	RBB
APOOL	gene-APOOL	APOOL	gene-APOOL	RBB
APP	gene-APP	APP	gene-APP	RBB
APPBP2	gene-APPBP2	APPBP2	gene-APPBP2	RBB
APPL1	gene-APPL1	APPL1	gene-APPL1	RBB
APPL2	gene-APPL2	APPL2	gene-APPL2	RBB
APRT	gene-APRT	APRT	gene-APRT	RBB
APTX	gene-APTX	APTX	gene-APTX	RBB
AQP1	gene-AQP1	AQP1	gene-AQP1	RBB
AQP10	gene-AQP10	AQP10	gene-AQP10	RBB
AQP11	gene-AQP11	AQP11	gene-AQP11	RBB
AQP2	gene-AQP2	AQP2	gene-AQP2	RBB
AQP3	gene-AQP3	AQP3	gene-AQP3	RBB
AQP4	gene-AQP4	AQP4	gene-AQP4	RBB
AQP5	gene-AQP5	AQP5	gene-AQP5	RBB
AQP6	gene-AQP6	AQP6	gene-AQP6	RBB
AQP7	gene-AQP7	AQP7	gene-AQP7	RBB
AQP8	gene-AQP8	AQP8	gene-AQP8	RBB
AQP9	gene-AQP9	AQP9	gene-AQP9	RBB
AQR	gene-AQR	AQR	gene-AQR	RBB
AR	gene-AR	AR	gene-AR	RBB
ARAF	gene-ARAF	ARAF	gene-ARAF	RBB
ARAP2	gene-ARAP2	ARAP2	gene-ARAP2	RBB
ARAP3	gene-ARAP3	ARAP3	gene-ARAP3	RBB
ARC	gene-ARC	ARC	gene-ARC	RBB
ARCN1	gene-ARCN1	ARCN1	gene-ARCN1	RBB
AREG	gene-AREG	AREG	gene-AREG	RBB
AREL1	gene-AREL1	AREL1	gene-AREL1	RBB
ARF1	gene-ARF1	ARF1	gene-ARF1	RBB
