Geneid,Length
113252952:gene-TMEM64:TMEM64,11864
130542861:gene-LOC130542861:LOC130542861,43730
123000819:nbis-pseudogene-2794:LOC123000819,763
113252950:gene-NECAB1:NECAB1,4939
113253117:gene-TRNAT-CGU-7:TRNAT-CGU,73
113252951:gene-CUNH8orf88:CUNH8orf88,861
113252947:gene-PIP4P2:PIP4P2,3910
123000832:nbis-pseudogene-2799:LOC123000832,467
113252946:gene-LOC113252946:LOC113252946,1950
113252945:gene-OTUD6B:OTUD6B,3534
113252944:gene-LRRC69:LRRC69,1395
130542899:gene-LOC130542899:LOC130542899,552
113252943:gene-SLC26A7:SLC26A7,5325
113252649:gene-LOC113252649:LOC113252649,345
113252942:gene-RUNX1T1:RUNX1T1,23252
123000831:gene-LOC123000831:LOC123000831,4594
113252940:gene-TRIQK:TRIQK,2621
125281050:gene-LOC125281050:LOC125281050,4090
130542877:gene-LOC130542877:LOC130542877,1256
130542878:gene-LOC130542878:LOC130542878,1954
113252935:gene-CIBAR1:CIBAR1,1956
113252934:gene-RBM12B:RBM12B,16949
113252933:gene-TMEM67:TMEM67,5664
130542945:gene-LOC130542945:LOC130542945,1860
113252931:gene-PDP1:PDP1,4324
113252930:gene-LOC113252930:LOC113252930,2523
113252929:gene-CDH17:CDH17,3467
113252928:gene-GEM:GEM,3185
113252926:gene-RAD54B:RAD54B,3309
113252927:gene-FSBP:FSBP,4903
113252924:gene-VIRMA:VIRMA,5836
113252647:nbis-pseudogene-871:LOC113252647,219
113252923:gene-ESRP1:ESRP1,3934
113253082:gene-LOC113253082:LOC113253082,187
113252921:gene-DPY19L4:DPY19L4,9312
113252920:gene-INTS8:INTS8,3230
113252919:gene-CCNE2:CCNE2,3116
130542888:gene-LOC130542888:LOC130542888,1056
130542889:gene-LOC130542889:LOC130542889,4977
113252917:gene-TP53INP1:TP53INP1,5955
125281055:gene-LOC125281055:LOC125281055,1492
113252915:gene-NDUFAF6:NDUFAF6,1253
130542894:gene-LOC130542894:LOC130542894,1183
113252914:gene-PLEKHF2:PLEKHF2,5279
125281039:gene-LOC125281039:LOC125281039,325
125281069:nbis-pseudogene-3051:LOC125281069,2327
113252912:gene-CFAP418:CFAP418,2847
113253115:gene-TRNAS-AGA-10:TRNAS-AGA,82
123000818:nbis-pseudogene-2793:LOC123000818,575
113252644:nbis-pseudogene-870:LOC113252644,905
113252643:gene-GDF6:GDF6,4482
113252908:gene-LOC113252908:LOC113252908,781
113252907:gene-MTERF3:MTERF3,2166
113252906:gene-PTDSS1:PTDSS1,2541
113252905:gene-SDC2:SDC2,3488
113252904:gene-CPQ:CPQ,2712
130542950:gene-LOC130542950:LOC130542950,22471
130542951:gene-LOC130542951:LOC130542951,3125
113252901:gene-TSPYL5:TSPYL5,3225
113252902:gene-LOC113252902:LOC113252902,13828
113252900:gene-MTDH:MTDH,6699
113252898:gene-LAPTM4B:LAPTM4B,1845
130542952:gene-LOC130542952:LOC130542952,8510
113252897:gene-MATN2:MATN2,5204
113252895:gene-RPL30:RPL30,500
113253108:gene-LOC113253108:LOC113253108,132
113252893:gene-ERICH5:ERICH5,10863
113252892:gene-RIDA:RIDA,1043
113252891:gene-POP1:POP1,4660
113252889:gene-NIPAL2:NIPAL2,5437
113252888:gene-KCNS2:KCNS2,7238
130542955:gene-LOC130542955:LOC130542955,3946
113252886:gene-STK3:STK3,3158
130542957:gene-LOC130542957:LOC130542957,3808
123000827:nbis-pseudogene-2798:LOC123000827,447
113253087:gene-LOC113253087:LOC113253087,107
113252885:gene-OSR2:OSR2,2825
113252879:gene-VPS13B:VPS13B,28230
113253093:gene-LOC113253093:LOC113253093,106
113252623:gene-LOC113252623:LOC113252623,192
123000826:nbis-pseudogene-2797:LOC123000826,332
113252883:gene-LOC113252883:LOC113252883,3261
113252689:gene-RGS22:RGS22,4029
113252688:gene-FBXO43:FBXO43,2908
113252878:gene-POLR2K:POLR2K,3284
113252874:gene-SPAG1:SPAG1,5844
113252877:nbis-pseudogene-899:LOC113252877,1042
113252875:gene-RNF19A:RNF19A,5398
113252687:nbis-pseudogene-892:LOC113252687,808
113252876:gene-ANKRD46:ANKRD46,15795
113252686:gene-SNX31:SNX31,2128
113252872:gene-PABPC1:PABPC1,3467
113252870:gene-LOC113252870:LOC113252870,2159
130542881:nbis-pseudogene-3421:LOC130542881,2250
123000825:gene-LOC123000825:LOC123000825,2826
113252869:gene-YWHAZ:YWHAZ,3372
113252867:gene-LOC113252867:LOC113252867,37231
113252866:gene-ZNF706:ZNF706,2891
113252685:nbis-pseudogene-891:LOC113252685,494
130542953:gene-LOC130542953:LOC130542953,5188
113252863:gene-GRHL2:GRHL2,5586
113252864:gene-NCALD:NCALD,19892
113253111:gene-LOC113253111:LOC113253111,142
113252861:gene-RRM2B:RRM2B,5473
113252860:gene-UBR5:UBR5,10659
113252684:nbis-pseudogene-890:LOC113252684,440
113252859:gene-ODF1:ODF1,759
123000844:gene-LOC123000844:LOC123000844,3728
130542942:gene-LOC130542942:LOC130542942,804
113252856:gene-KLF10:KLF10,2940
113252641:nbis-pseudogene-869:LOC113252641,552
130542896:gene-LOC130542896:LOC130542896,5838
113252854:gene-AZIN1:AZIN1,4673
123000824:gene-LOC123000824:LOC123000824,2761
113252853:gene-ATP6V1C1:ATP6V1C1,2282
113252852:gene-BAALC:BAALC,2787
113252851:gene-FZD6:FZD6,4048
113252639:nbis-pseudogene-868:LOC113252639,540
113252850:gene-CTHRC1:CTHRC1,1282
113252849:gene-SLC25A32:SLC25A32,5003
113252848:gene-DCAF13:DCAF13,2118
113252845:gene-RIMS2:RIMS2,13045
113252843:gene-DCSTAMP:DCSTAMP,1420
113252844:gene-LOC113252844:LOC113252844,4178
113252841:gene-DPYS:DPYS,2325
113252840:gene-LRP12:LRP12,4109
130542893:gene-LOC130542893:LOC130542893,2226
113253099:gene-LOC113253099:LOC113253099,110
113252835:gene-ZFPM2:ZFPM2,49613
125281066:nbis-pseudogene-3050:LOC125281066,52032
113252832:gene-OXR1:OXR1,6621
113252638:gene-LOC113252638:LOC113252638,24750
113253107:nbis-pseudogene-911:LOC113253107,147
113252637:gene-ABRA:ABRA,2626
113252683:nbis-pseudogene-889:LOC113252683,1555
113253102:nbis-pseudogene-908:LOC113253102,99
113252831:gene-LOC113252831:LOC113252831,1116
113252830:gene-ANGPT1:ANGPT1,4402
113253081:nbis-pseudogene-906:LOC113253081,109
113252829:gene-RSPO2:RSPO2,3109
130542937:gene-LOC130542937:LOC130542937,14165
130542927:gene-LOC130542927:LOC130542927,12957
130542928:gene-LOC130542928:LOC130542928,7449
113252828:gene-EIF3E:EIF3E,4965
113252825:gene-LOC113252825:LOC113252825,1440
113252824:gene-EMC2:EMC2,37593
113252820:gene-TMEM74:TMEM74,7145
113252817:gene-TRHR:TRHR,8435
113252816:gene-NUDCD1:NUDCD1,2935
113252815:gene-ENY2:ENY2,654
113252814:gene-PKHD1L1:PKHD1L1,15771
113252813:gene-EBAG9:EBAG9,3366
113252812:gene-SYBU:SYBU,4289
113252811:gene-KCNV1:KCNV1,1509
113252681:nbis-pseudogene-888:LOC113252681,729
113253095:gene-LOC113253095:LOC113253095,107
113252680:nbis-pseudogene-887:LOC113252680,2477
113252679:nbis-pseudogene-886:LOC113252679,576
113252809:gene-CSMD3:CSMD3,11223
130542946:gene-LOC130542946:LOC130542946,804
113252807:nbis-pseudogene-898:LOC113252807,463
113252806:nbis-pseudogene-897:LOC113252806,595
113253086:gene-LOC113253086:LOC113253086,104
113252678:nbis-pseudogene-885:LOC113252678,1433
113252805:nbis-pseudogene-896:LOC113252805,517
113252677:nbis-pseudogene-884:LOC113252677,1024
113253104:gene-LOC113253104:LOC113253104,103
113252800:gene-TRPS1:TRPS1,8197
130542924:gene-LOC130542924:LOC130542924,227
113252799:gene-LOC113252799:LOC113252799,5556
113252798:gene-EIF3H:EIF3H,1209
113252635:nbis-pseudogene-867:LOC113252635,374
113252797:gene-UTP23:UTP23,925
113252796:gene-RAD21:RAD21,5081
113252793:gene-SLC30A8:SLC30A8,1110
113252792:gene-MED30:MED30,986
113252791:gene-EXT1:EXT1,3282
113252788:gene-SAMD12:SAMD12,3253
113252786:gene-LOC113252786:LOC113252786,8447
125281067:gene-LOC125281067:LOC125281067,5317
113252783:gene-TNFRSF11B:TNFRSF11B,2291
113252780:gene-COLEC10:COLEC10,3332
130542909:gene-LOC130542909:LOC130542909,2172
113252779:gene-MAL2:MAL2,2805
113252778:gene-CCN3:CCN3,2760
113252777:gene-ENPP2:ENPP2,4417
113252774:gene-TAF2:TAF2,5561
113252776:gene-DSCC1:DSCC1,2531
113252772:gene-DEPTOR:DEPTOR,11565
113252773:gene-LOC113252773:LOC113252773,2878
113252771:gene-COL14A1:COL14A1,9279
113253084:gene-LOC113253084:LOC113253084,107
125281057:nbis-pseudogene-3049:LOC125281057,1471
113252770:gene-MRPL13:MRPL13,1036
113252769:gene-MTBP:MTBP,3925
113252767:gene-SNTB1:SNTB1,5002
125281077:nbis-pseudogene-3054:LOC125281077,768
113252765:gene-HAS2:HAS2,4025
113252766:gene-LOC113252766:LOC113252766,1970
123000852:gene-TRNAK-CUU-41:TRNAK-CUU,72
113252675:nbis-pseudogene-883:LOC113252675,1571
113253092:gene-LOC113253092:LOC113253092,104
113253097:gene-LOC113253097:LOC113253097,108
113252764:gene-LOC113252764:LOC113252764,1779
113253116:gene-TRNAE-CUC-42:TRNAE-CUC,73
113252762:gene-ZHX2:ZHX2,4747
130542960:gene-LOC130542960:LOC130542960,44347
113252761:gene-DERL1:DERL1,3792
113252760:gene-TBC1D31:TBC1D31,4445
113253114:gene-TRNAM-CAU-23:TRNAM-CAU,73
113252757:gene-FAM83A:FAM83A,1911
113252759:gene-LOC113252759:LOC113252759,1767
113252758:gene-CUNH8orf76:CUNH8orf76,2363
113252756:gene-ZHX1:ZHX1,5943
113252754:gene-ATAD2:ATAD2,5542
113252755:nbis-pseudogene-895:LOC113252755,1053
113252753:gene-NTAQ1:NTAQ1,6664
113252752:gene-FBXO32:FBXO32,7361
113252751:gene-KLHL38:KLHL38,3098
113252674:gene-ANXA13:ANXA13,1759
113252633:nbis-pseudogene-866:LOC113252633,741
113252750:gene-FAM91A1:FAM91A1,5557
113252749:gene-FER1L6:FER1L6,7914
130542936:gene-LOC130542936:LOC130542936,6463
130542882:nbis-pseudogene-3422:LOC130542882,1543
113252747:gene-TMEM65:TMEM65,21717
113252745:gene-TRMT12:TRMT12,2791
130542886:gene-LOC130542886:LOC130542886,1318
113252743:gene-RNF139:RNF139,2265
113252744:gene-TATDN1:TATDN1,1610
113252742:gene-NDUFB9:NDUFB9,3795
113252741:gene-MTSS1:MTSS1,5928
113252740:gene-ZNF572:ZNF572,3282
113252737:gene-SQLE:SQLE,2932
113252736:gene-WASHC5:WASHC5,4134
130542902:gene-LOC130542902:LOC130542902,4802
113252738:gene-NSMCE2:NSMCE2,2631
130542900:gene-LOC130542900:LOC130542900,3856
130542901:gene-LOC130542901:LOC130542901,607
113252735:gene-TRIB1:TRIB1,3704
130542871:gene-LOC130542871:LOC130542871,2033
123000812:gene-LOC123000812:LOC123000812,1847
130542872:gene-LOC130542872:LOC130542872,2131
125281051:gene-LOC125281051:LOC125281051,4981
130542873:gene-LOC130542873:LOC130542873,1612
113253090:gene-LOC113253090:LOC113253090,103
113252730:gene-LRATD2:LRATD2,5303
113252731:gene-LOC113252731:LOC113252731,9885
113252729:gene-LOC113252729:LOC113252729,5236
113252632:gene-LOC113252632:LOC113252632,555
113253100:gene-LOC113253100:LOC113253100,110
130542948:gene-LOC130542948:LOC130542948,4770
130542949:gene-LOC130542949:LOC130542949,793
113252726:gene-MYC:MYC,2441
130542892:gene-LOC130542892:LOC130542892,4132
113252724:gene-LOC113252724:LOC113252724,2717
130542864:gene-LOC130542864:LOC130542864,5321
130542865:gene-LOC130542865:LOC130542865,2248
123000843:gene-LOC123000843:LOC123000843,5958
113252673:nbis-pseudogene-882:LOC113252673,728
125281078:nbis-pseudogene-3055:LOC125281078,61
130542944:gene-LOC130542944:LOC130542944,2508
130542943:gene-LOC130542943:LOC130542943,640
113252672:nbis-pseudogene-881:LOC113252672,796
113252721:gene-GSDMC:GSDMC,2135
113252671:nbis-pseudogene-880:LOC113252671,366
130542883:nbis-pseudogene-3423:LOC130542883,1346
113252720:gene-CYRIB:CYRIB,3996
113253106:gene-LOC113253106:LOC113253106,188
130542884:gene-LOC130542884:LOC130542884,1200
113252718:gene-ASAP1:ASAP1,7228
130542920:gene-LOC130542920:LOC130542920,85138
113252627:gene-LOC113252627:LOC113252627,366
113252717:gene-ADCY8:ADCY8,3759
113253096:gene-LOC113253096:LOC113253096,108
113252668:gene-LOC113252668:LOC113252668,759
113252716:gene-LOC113252716:LOC113252716,2047
113252714:gene-LOC113252714:LOC113252714,6204
113252712:gene-EFR3A:EFR3A,5211
113252713:nbis-pseudogene-894:LOC113252713,204
113252667:gene-OC90:OC90,2193
113252666:gene-HHLA1:HHLA1,1680
113252710:gene-KCNQ3:KCNQ3,2631
113252709:gene-DNAAF11:DNAAF11,2697
113252707:gene-TMEM71:TMEM71,2117
113252706:gene-PHF20L1:PHF20L1,5064
113252704:gene-TG:TG,8403
113252705:gene-SLA:SLA,4645
113252702:gene-CCN4:CCN4,5082
113252700:gene-NDRG1:NDRG1,3033
130542874:gene-LOC130542874:LOC130542874,1225
113252698:gene-ST3GAL1:ST3GAL1,7899
125281075:gene-LOC125281075:LOC125281075,449
113252695:gene-ZFAT:ZFAT,15083
123000808:gene-LOC123000808:LOC123000808,4661
113253113:gene-LOC113253113:LOC113253113,134
113252694:gene-KHDRBS3:KHDRBS3,1807
113253094:gene-LOC113253094:LOC113253094,105
113252625:nbis-pseudogene-865:LOC113252625,352
125281074:nbis-pseudogene-3053:LOC125281074,603
125281072:gene-LOC125281072:LOC125281072,785
113253085:gene-LOC113253085:LOC113253085,107
113252693:gene-FAM135B:FAM135B,4185
113252692:gene-COL22A1:COL22A1,7370
130542891:gene-LOC130542891:LOC130542891,3016
113252664:gene-KCNK9:KCNK9,1259
113248465:gene-TRAPPC9:TRAPPC9,4240
123000501:nbis-pseudogene-2756:LOC123000501,622
113248464:gene-CHRAC1:CHRAC1,6392
113248463:gene-AGO2:AGO2,14636
113248468:gene-LOC113248468:LOC113248468,132
113248466:gene-PTK2:PTK2,12506
113247952:gene-DENND3:DENND3,5349
113247951:gene-SLC45A4:SLC45A4,7052
113247946:gene-GPR20:GPR20,2968
113247947:gene-PTP4A3:PTP4A3,3968
113247960:gene-LOC113247960:LOC113247960,3990
123000481:gene-CUNH8orf90:CUNH8orf90,603
130542923:gene-LOC130542923:LOC130542923,5584
130542895:gene-LOC130542895:LOC130542895,5210
130542921:gene-LOC130542921:LOC130542921,515
113247959:gene-ADGRB1:ADGRB1,5658
113247956:gene-ARC:ARC,2911
113247963:gene-JRK:JRK,4029
113247961:gene-PSCA:PSCA,1223
113247948:gene-THEM6:THEM6,1399
113247958:gene-SLURP1:SLURP1,599
113249883:gene-LYPD2:LYPD2,384
113249729:gene-LOC113249729:LOC113249729,6719
130542905:gene-LOC130542905:LOC130542905,2596
113249726:gene-LY6D:LY6D,686
113249769:gene-LOC113249769:LOC113249769,1207
130542913:gene-LOC130542913:LOC130542913,3198
125281062:gene-LOC125281062:LOC125281062,1512
125281073:gene-GML:GML,747
125281076:gene-LOC125281076:LOC125281076,1512
113247599:gene-LOC113247599:LOC113247599,1012
113247696:gene-LOC113247696:LOC113247696,1016
113247593:gene-LY6E:LY6E,1872
113247699:gene-LOC113247699:LOC113247699,100
113247596:gene-LOC113247596:LOC113247596,916
113247595:gene-GPIHBP1:GPIHBP1,1917
130542929:gene-ZFP41:ZFP41,7039
113247660:gene-GLI4:GLI4,5426
113247662:gene-LOC113247662:LOC113247662,648
113247650:gene-ZC3H3:ZC3H3,5115
113247658:gene-GSDMD:GSDMD,2205
113247651:gene-MROH6:MROH6,4843
113247656:gene-NAPRT:NAPRT,1794
113247655:gene-EEF1D:EEF1D,2292
113247635:gene-TIGD5:TIGD5,4295
113247664:gene-PYCR3:PYCR3,2202
113247666:gene-GFUS:GFUS,1697
113247659:gene-ZNF623:ZNF623,4679
113247634:gene-CCDC166:CCDC166,1314
113247652:gene-MAPK15:MAPK15,1860
113247648:gene-FAM83H:FAM83H,8539
113247667:gene-IQANK1:IQANK1,1835
113247647:gene-SCRIB:SCRIB,5206
113247633:gene-PUF60:PUF60,2094
113249721:gene-NRBP2:NRBP2,4038
130542885:gene-EPPK1:EPPK1,16402
113247683:gene-HGH1:HGH1,2615
113247684:gene-LOC113247684:LOC113247684,4295
113247691:gene-MROH1:MROH1,7064
113247693:gene-BOP1:BOP1,3317
113247694:gene-SCX:SCX,722
113247636:gene-HSF1:HSF1,2198
130542903:gene-LOC130542903:LOC130542903,3920
113247638:gene-DGAT1:DGAT1,3469
113247602:gene-SCRT1:SCRT1,1053
113247631:gene-TMEM249:TMEM249,852
113247686:gene-FBXL6:FBXL6,1833
113247687:gene-SLC52A2:SLC52A2,2053
113247605:gene-ADCK5:ADCK5,2998
113247604:gene-CPSF1:CPSF1,4600
113247640:gene-SLC39A4:SLC39A4,2284
130542906:gene-LOC130542906:LOC130542906,978
113247641:gene-VPS28:VPS28,3052
113247697:gene-TONSL:TONSL,4235
125280888:gene-ZFTRAF1:ZFTRAF1,3895
113247639:gene-TMEM276:TMEM276,1223
113247688:gene-KIFC2:KIFC2,3313
113247689:gene-FOXH1:FOXH1,3226
113247623:gene-PPP1R16A:PPP1R16A,3135
113247698:gene-LOC113247698:LOC113247698,79
113247624:gene-GPT:GPT,4388
113247591:gene-MFSD3:MFSD3,1546
113247590:gene-RECQL4:RECQL4,3990
113247678:gene-LRRC14:LRRC14,3518
113247680:gene-LRRC24:LRRC24,2869
113247601:gene-ARHGAP39:ARHGAP39,7349
130542915:gene-LOC130542915:LOC130542915,2869
130542914:gene-LOC130542914:LOC130542914,1512
113247616:gene-COMMD5:COMMD5,5165
113247608:gene-ZNF7:ZNF7,3595
113247611:gene-ZNF517:ZNF517,11385
113247615:gene-RPL8:RPL8,900
113247614:gene-ZNF34:ZNF34,2717
113247610:gene-ZNF250:ZNF250,2438
123000080:gene-ZNF16:ZNF16,6842
130542897:gene-LOC130542897:LOC130542897,1036
113247607:gene-LOC113247607:LOC113247607,6304
113247597:gene-CUNH8orf33:CUNH8orf33,1681
64985947:gene-KEF81_t01:tRNA-Phe;,68
64985933:gene-KEF81_r02:12S,962
64985934:gene-KEF81_t02:tRNA-Val;,66
64985935:gene-KEF81_r01:16S,1579
64985936:gene-KEF81_t03:tRNA-Leu;,75
804848:gene-KEF81_p13:ND1,957
64985924:gene-KEF81_t04:tRNA-Ile;,70
64985937:gene-KEF81_t05:tRNA-Gln;,73
64985938:gene-KEF81_t06:tRNA-Met;,69
804849:gene-KEF81_p12:ND2,1044
64985925:gene-KEF81_t07:tRNA-Trp;,68
64985939:gene-KEF81_t08:tRNA-Ala;,69
64985940:gene-KEF81_t09:tRNA-Asn;,73
64985941:gene-KEF81_t10:tRNA-Cys;,67
64985942:gene-KEF81_t11:tRNA-Tyr;,67
804858:gene-KEF81_p11:COX1,1545
64985926:gene-KEF81_t12:tRNA-Ser;,72
64985943:gene-KEF81_t13:tRNA-Asp;,67
804859:gene-KEF81_p10:COX2,684
64985927:gene-KEF81_t14:tRNA-Lys;,68
804847:gene-KEF81_p09:ATP8,204
804852:gene-KEF81_p08:ATP6,681
804853:gene-KEF81_p07:COX3,784
64985928:gene-KEF81_t15:tRNA-Gly;,69
804856:gene-KEF81_p06:ND3,346
64985929:gene-KEF81_t16:tRNA-Arg;,69
804850:gene-KEF81_p05:ND4L,297
804851:gene-KEF81_p04:ND4,1378
64985930:gene-KEF81_t17:tRNA-His;,69
64985944:gene-KEF81_t18:tRNA-Ser;,59
64985945:gene-KEF81_t19:tRNA-Leu;,70
804855:gene-KEF81_p03:ND5,1821
804854:gene-KEF81_p02:ND6,528
64985931:gene-KEF81_t20:tRNA-Glu;,69
804857:gene-KEF81_p01:CYTB,1140
64985932:gene-KEF81_t21:tRNA-Thr;,70
64985946:gene-KEF81_t22:tRNA-Pro;,65
125283387:gene-LOC125283387:LOC125283387,2985
113240797:gene-LOC113240797:LOC113240797,4761
113240795:gene-LOC113240795:LOC113240795,4806
113250051:gene-LOC113250051:LOC113250051,3043
130542980:gene-LOC130542980:LOC130542980,2756
130542985:gene-LOC130542985:LOC130542985,293
113240820:gene-LOC113240820:LOC113240820,879
113240794:gene-LOC113240794:LOC113240794,1113
113240793:gene-LOC113240793:LOC113240793,5135
130541834:gene-LOC130541834:LOC130541834,2992
113240790:gene-LOC113240790:LOC113240790,1811
113240791:gene-LOC113240791:LOC113240791,1460
113240811:gene-LOC113240811:LOC113240811,2089
130543023:gene-LOC130543023:LOC130543023,4697
130542093:gene-LOC130542093:LOC130542093,1029
125282385:gene-LOC125282385:LOC125282385,2845
113240809:gene-LOC113240809:LOC113240809,3069
113240784:gene-LOC113240784:LOC113240784,17997
113240783:gene-LOC113240783:LOC113240783,3478
130543129:gene-LOC130543129:LOC130543129,3809
130543139:gene-LOC130543139:LOC130543139,2917
113240808:gene-LOC113240808:LOC113240808,4139
113240781:gene-LOC113240781:LOC113240781,9717
113240779:gene-LOC113240779:LOC113240779,3199
113240807:gene-ARSL:ARSL,1779
113240805:gene-LOC113240805:LOC113240805,1824
113240778:gene-LOC113240778:LOC113240778,3203
130543245:gene-LOC130543245:LOC130543245,10292
123002224:gene-LOC123002224:LOC123002224,4470
130543253:gene-LOC130543253:LOC130543253,3696
113240773:gene-LOC113240773:LOC113240773,5942
125281160:gene-LOC125281160:LOC125281160,1111
130543272:gene-LOC130543272:LOC130543272,2153
113240804:gene-LOC113240804:LOC113240804,6588
130541809:gene-LOC130541809:LOC130541809,15417
113240825:gene-LOC113240825:LOC113240825,121
130543310:gene-LOC130543310:LOC130543310,5518
130543292:gene-LOC130543292:LOC130543292,9994
130542304:nbis-pseudogene-3373:LOC130542304,2965
130543300:gene-LOC130543300:LOC130543300,7648
130543307:gene-LOC130543307:LOC130543307,4890
130541805:gene-PNPLA4:PNPLA4,10923
113240759:gene-LOC113240759:LOC113240759,1662
130543298:gene-LOC130543298:LOC130543298,4084
113240755:gene-ANOS1:ANOS1,5967
123002225:gene-LOC123002225:LOC123002225,1039
130543314:gene-LOC130543314:LOC130543314,3069
130543313:gene-LOC130543313:LOC130543313,1604
125281558:gene-TBL1X:TBL1X,5408
125281559:gene-LOC125281559:LOC125281559,4505
113240751:gene-GPR143:GPR143,1635
113240749:gene-SHROOM2:SHROOM2,7422
113240748:gene-CLDN34:CLDN34,1990
123002220:nbis-pseudogene-3007:LOC123002220,699
113240827:gene-TRNAV-UAC:TRNAV-UAC,73
113240745:gene-WWC3:WWC3,6517
113240744:gene-CLCN4:CLCN4,3246
113240824:gene-LOC113240824:LOC113240824,104
113240741:gene-MID1:MID1,11769
113240740:gene-LOC113240740:LOC113240740,2290
113240738:gene-ARHGAP6:ARHGAP6,39137
113240822:nbis-pseudogene-11:LOC113240822,114
113240737:gene-MSL3:MSL3,8324
113240734:gene-FRMPD4:FRMPD4,8242
130543337:gene-LOC130543337:LOC130543337,26814
